"title","company","salary","location","description","skills","url","crawl_time"
"System Support","VNETWORK JSC","Negotiable","Quận 7, Hồ Chí Minh","Phòng ban: Technical Quản lý trực tiếp: Head of Solutions Vai trò & trách nhiệm: - Chịu trách nhiệm vận hành hệ thống monitor SOC, đảm bảo chất lượng dịch vụ của công ty hoạt động ổn định và hiệu năng cao nhất. - Hỗ trợ kỹ thuật cho người dùng liên quan. Your role & responsibilities Your skills & qualifications Benefits for you Thu nhập theo năng lực bao gồm: - Lương thoả thuận. - Lương tháng 13, thưởng lễ tết. - Được xét tăng lương hàng năm. Quyền lợi & ưu đãi đầy đủ theo Luật lao động Việt Nam và chính sách công ty Tham gia BHXH, BHYT, BHTN. Phép năm 12 ngày. Team Building từng quý. Tổ chức và quà tặng sinh nhật.. Du lịch hàng năm. Hỗ trợ gởi xe - phí công tác. Môi trường làm việc năng động, trẻ trung chuyên nghiệp có: Lộ trình thăng tiến, phát triển và gắn bó cùng công ty. Quy chế hỗ trợ đào tạo nâng cao trình độ chuyên môn nghiệp vụ. Được hướng dẫn đào tạo về quy trình làm việc, kỹ năng mềm phù hợp với tính chất công việc. Được tiếp cận và học hỏi các công nghệ mới tiên tiến. Gói BHSK Bảo Minh cho nhân viên chính thức Thời gian làm việc: Từ thứ Hai đến thứ Sáu, một tháng làm 02 ngày thứ Bảy xen kẽ. Sáng: 08:30 – 12:00. Sáng: 13:00 – 17:30.","IT Support, Network, System, AI, DNS","https://topdev.vn/detail-jobs/system-support-vnetwork-jsc-2110613?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:52.151090"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Hòa Lạc - Xã Hòa Lạc, Hà Nội (2026TD451623)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Xã Hòa Lạc, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-hoa-lac-xa-hoa-lac-ha-noi-2026td451623-mbbank-2111124?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:52.228314"
"System Support","VNETWORK JSC","Negotiable","Quận 7, Hồ Chí Minh","Phòng ban: Technical Quản lý trực tiếp: Head of Solutions Vai trò & trách nhiệm: - Chịu trách nhiệm vận hành hệ thống monitor SOC, đảm bảo chất lượng dịch vụ của công ty hoạt động ổn định và hiệu năng cao nhất. - Hỗ trợ kỹ thuật cho người dùng liên quan. Your role & responsibilities Your skills & qualifications Benefits for you Thu nhập theo năng lực bao gồm: - Lương thoả thuận. - Lương tháng 13, thưởng lễ tết. - Được xét tăng lương hàng năm. Quyền lợi & ưu đãi đầy đủ theo Luật lao động Việt Nam và chính sách công ty Tham gia BHXH, BHYT, BHTN. Phép năm 12 ngày. Team Building từng quý. Tổ chức và quà tặng sinh nhật.. Du lịch hàng năm. Hỗ trợ gởi xe - phí công tác. Môi trường làm việc năng động, trẻ trung chuyên nghiệp có: Lộ trình thăng tiến, phát triển và gắn bó cùng công ty. Quy chế hỗ trợ đào tạo nâng cao trình độ chuyên môn nghiệp vụ. Được hướng dẫn đào tạo về quy trình làm việc, kỹ năng mềm phù hợp với tính chất công việc. Được tiếp cận và học hỏi các công nghệ mới tiên tiến. Gói BHSK Bảo Minh cho nhân viên chính thức Thời gian làm việc: Từ thứ Hai đến thứ Sáu, một tháng làm 02 ngày thứ Bảy xen kẽ. Sáng: 08:30 – 12:00. Sáng: 13:00 – 17:30.","IT Support, Network, System, AI, DNS","https://topdev.vn/detail-jobs/system-support-vnetwork-jsc-2110613?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:54.240230"
"Nhân Viên Vận Hành","CÔNG TY TNHH MỘT THÀNH VIÊN SEEN MIỀN NAM","Negotiable","Thành phố Hồ Chí Minh, Hồ Chí Minh","Công ty TNHH MTV Seen Miền Nam (SEEN) là một trong những công ty chuyên về lĩnh vực xử lý nước và nước thải tại Việt Nam. Hiện tại, SEEN đang thi công thiết kế nhiều công trình mới trên khu vực toàn quốc và có nhu cầu tuyển dụng tại một số vị trí như sau: Vị trí tuyển dụng: Nhân viên vận hành Số lượng tuyển: 03 người Your role & responsibilities Your skills & qualifications Benefits for you Ký hợp đồng lao động, bảo hiểm và các chế độ khác của công ty. Môi trường làm việc năng động giúp nhân viên hoàn thiện kỹ năng và kiến thức. Được tập huấn, đào tạo liên tục về chuyên môn và theo yêu cầu công việc cho những ứng viên chưa có kinh nghiệm. Tham gia các hoạt động ngoại khóa của công ty. Ngày nghỉ: phép năm, ngày nghỉ lễ, Tết theo luật hiện hành. Lương: Thỏa thuận","","https://topdev.vn/detail-jobs/nhan-vien-van-hanh-cong-ty-tnhh-mot-thanh-vien-seen-mien-nam-2109416?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:56.716188"
"Chuyên viên Khách hàng Cá nhân (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Đông Anh - Xã Đông Anh, Hà Nội (2026TD451604)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Xã Đông Anh, Hà Nội Lưu ý quan trọng: Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-ca-nhan-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-dong-anh-xa-dong-anh-ha-noi-2026td451604-mbbank-2111125?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:57.938115"
"Chuyên viên Khách hàng Doanh nghiệp (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Hoài Đức - Xã An Khánh, Hà Nội (2026TD451629)","MBBANK","10.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Xã An Khánh, Hà Nội Lưu ý quan trọng : Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-doanh-nghiep-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-hoai-duc-xa-an-khanh-ha-noi-2026td451629-mbbank-2111126?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:58.808339"
"Senior Application Architect","CÔNG TY TNHH MEDICONCEN VIỆT NAM","Negotiable","Thành phố Hồ Chí Minh, Hồ Chí Minh","We are seeking a highly experienced Senior Application Architect to lead the design, development, and operation of next-generation AI-powered healthcare and insurance platforms. This role combines hands-on technical leadership with strategic ownership of AI-driven product development across Large Language Models (LLMs), AI orchestration frameworks, cloud-native infrastructure, and enterprise-grade software engineering practices. The ideal candidate is a strong software engineering leader with solid experience in scalable SaaS architecture, cloud-native technologies, modern AI-enabled application development, and working in a vendor house environment.We are seeking a highly experienced Senior Application Architect to lead the design, development, and operation of next-generation AI-powered healthcare and insurance platforms. Your role & responsibilities Your skills & qualifications Benefits for you Bonus Paid Leave With attractive paid leave Double paid (13- months salary)","MySQL, NodeJS, Restful Api, AI, TypeScript, NestJS, Solution Architect","https://topdev.vn/detail-jobs/senior-application-architect-cong-ty-tnhh-mediconcen-viet-nam-2109731?src=topdev_home&medium=superhotjobs","2026-06-09 22:24:59.248207"
"[2026_CSANTT]_Chuyên viên Chính sách an ninh thông tin (chuyên về Chính sách, tuân thủ)","Vietcombank","Negotiable","Quận Hoàn Kiếm, Hà Nội","Số lượng tuyển dụng: 04 Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của Vietcombank tại địa chỉ: https://tuyendung.vietcombank.com.vn Vị trí tuyển dụng: [2026_CSANTT]_Chuyên viên Chính sách an ninh thông tin (chuyên về Chính sách, tuân thủ) Your role & responsibilities Your skills & qualifications Benefits for you","Software Architect, System Engineer, System Security","https://topdev.vn/detail-jobs/2026-csantt-chuyen-vien-chinh-sach-an-ninh-thong-tin-chuyen-ve-chinh-sach-tuan-thu-vietcombank-2109410?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:00.903112"
"R&D System Engineer","Globaltech","Negotiable","Quận Phú Nhuận, Hồ Chí Minh","Your role & responsibilities Your skills & qualifications Benefits for you Được ghi nhận, thưởng theo năng lực và hiệu quả công việc hàng quý/năm và theo quy định của Công ty Được cung cấp trang thiết bị làm việc (Macbook, Laptop, LCD 24”…) Được xem xét tăng lương ít nhất 1 năm/lần tùy vào năng lực và mức độ tiềm năng của Bạn Hỗ trợ chi phí đi công tác Môi trường, điều kiện làm việc chuyên nghiệp, tiện nghi, hiện đại, rộng rãi, thân thiện với môi trường, chuẩn văn phòng hạng B+ Chế độ nghỉ phép và bảo hiểm (BHXH-BHYT-BHTN) theo quy định pháp luật Được mua bảo hiểm sức khoẻ cao cấp (Bảo hiểm Tai nạn tối đa 100 triệu đồng/người/năm, trợ cấp trong thời gian nghỉ điều trị tai nạn tối đa 180 ngày/năm/người; Điều trị nội trú do ốm đau, bệnh tật, thai sản tối đa 70 triệu đồng/năm/người; Điều trị ngoại trú, bệnh tật, nha khoa…) cho nhân sự và người thân Phụ cấp ăn sáng, ăn trưa và tiền gửi xe Thưởng Lễ, Tết, Sinh nhật, Kết hôn,... Teambuilding/quý, Du lịch/năm Được đánh giá năng lực làm việc theo quý/năm và nâng cấp bậc trong công việc; làm việc, cộng tác cùng đội ngũ nhân sự chất lượng cao, chuyên gia theo mô hình quản trị dựa trên OKRs, CFRs, SAFe; nhiều cơ hội phát triển năng lực, thăng tiến sự nghiệp dựa trên năng lực và giá trị của bản thân Được xem xét tài trợ kinh phí các chương trình đào tạo, tham gia hội thảo trong nước và quốc tế giúp nâng cao năng lực, phục vụ công việc","Docker, System Engineer, Kubernetes","https://topdev.vn/detail-jobs/r-d-system-engineer-globaltech-2109396?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:03.789855"
"CVC Data Governance","Ngân hàng TMCP Công Thương Việt Nam (Vietinbank)","Negotiable","Quận Hoàn Kiếm, Hà Nội","Your role & responsibilities Your skills & qualifications Benefits for you Cơ chế tiền lương của VietinBank được xây dựng khoa học, công khai, minh bạch với mức lương cạnh tranh trên thị trường. Hệ thống tiền lương được xây dựng theo thông lệ quốc tế dựa trên nguyên tắc quản trị nhân sự toàn diện và hiệu quả, hướng đến sự phát triển bền vững 3Ps Pay for position (P1) – trả lương theo vị trí công việc Pay for people (P2) – trả lương theo năng lực cá nhân Pay for performance (P3) – trả lương theo kết quả thực hiện công việc Chế độ nghỉ phép 12 ngày/năm, đủ thâm niên làm việc 05 năm sẽ được hưởng thêm 01 ngày phép Hỗ trợ CBNV và thân nhân của CBNV điều trị ốm đau, tai nạn Hỗ trợ gia đình CBNV bị ảnh hưởng bởi thiên tai, địch họa Quà tặng nhân ngày Quốc tế thiếu nhi và Tết Trung thu cho các cháu thiếu nhi con của CBNV Khen thưởng cho con của CBNV có thành tích học tập tốt Quà tặng nhân ngày Quốc tế Phụ nữ 8/3, ngày thành lập Hội liên hiệp phụ nữ 20/10 cho CBNV Hỗ trợ chi phí đi lại các ngày Lễ, Tết cho CBNV Quà tặng CBNV nhân dịp các ngày Lễ, Tết: Tết Dương lịch, Tết nguyên đán, ngày Thống nhất đất nước 30/4 và Quốc tế lao động 1/5, ngày Lễ Quốc khánh 2/9 Quà tặng CBNV nhân dịp ngày thành lập VietinBank Chế độ nghỉ dưỡng sức phục hồi sức khỏe sau ốm đau, thai sản Chế độ khám sức khỏe định kỳ Trợ cấp hưu trí Nghỉ mát Ngoài ra, VietinBank còn có chế độ phúc lợi đãi ngộ vượt trội dành cho Lãnh đạo cấp cao, Trưởng các đơn vị, cán bộ nhân tài VietinBank Top 500, cán bộ đạt thành tích cao… VietinBank luôn đảm bảo đội ngũ cán bộ, lãnh đạo có khả năng học hỏi, thích nghi nhanh, phối hợp tốt, sẵn sàng đáp ứng với mọi thay đổi của hệ thống, của thị trường. Các kỳ thi lựa chọn cán bộ lãnh đạo, quản lý được tổ chức công khai định kỳ thường xuyên, tạo cơ hội thăng tiến cho các cán bộ có tố chất, phẩm chất, năng lực vượt trội. VietinBank cũng có các hoạt động Coaching 1-1 để các thành viên nhận thức rõ hơn về bản thân và tự xác định được lộ trình thăng tiến phù hợp. Hệ thống chức danh của VietinBank luôn được cập nhật, cải tiến và truyền thông rõ ràng để nhân viên có thể tự nắm bắt và lựa chọn định hướng phát triển, thăng tiến của riêng mình.","Data Analytics, Agile & Scrum, Data Engineer, Data Architecture","https://topdev.vn/detail-jobs/cvc-data-governance-ngan-hang-tmcp-cong-thuong-viet-nam-vietinbank-2109210?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:05.075158"
"Salesforce Developer","CÔNG TY TNHH T2 SOFT","Negotiable","Thành phố Hà Nội, Hà Nội","Place of work: Hanoi (Landmark 72, Pham Hung, Me Tri, Nam Tu Liem, Hanoi) Position type: Fulltime Career level: At least 1 year of experience of Salesforce Development. Salary (Gross): Negotiable Your role & responsibilities Your skills & qualifications Benefits for you Social Insurance, project bonus, 13th salary Training courses, educational opportunities to improve new technical skills Team building, holidays, and weekly happy time Oversea business opportunities Yearly health check Providing computer after sigining labour contract Workshop to update new technologies","JavaScript, Salesforce, Apex","https://topdev.vn/detail-jobs/salesforce-developer-cong-ty-tnhh-t2-soft-2109408?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:05.162024"
"Chuyên viên Khách hàng Cá nhân (1-3 năm Kinh nghiệm, thành tích Tốt và Rất Tốt) - CN. Sóc Sơn - Xã Sóc Sơn, Hà Nội (2026TD451610)","MBBANK","9.000.000 VND to 35.000.000 VND","Thành phố Hà Nội, Hà Nội","Địa điểm làm việc: Xã Sóc Sơn, Hà Nội Lưu ý quan trọng: Để đảm bảo hồ sơ được tiếp nhận xử lý, ứng viên cần nộp hồ sơ ứng tuyển trên website tuyển dụng chính thức của MBBANK tại địa chỉ: https://careers.mbbank.com.vn/ Your role & responsibilities Your skills & qualifications Benefits for you Trải nghiệm Thu nhập hấp dẫn với gói đãi ngộ toàn diện: Thưởng tháng lương 13; Thưởng thành tích 06 tháng, 1 năm ; Thưởng các dịp lễ tết trong năm ; Thưởng theo danh hiệu cá nhân và tập thể… Du lịch nghỉ dưỡng hàng năm, Khám sức khỏe định kì; Gói bảo hiểm sức khỏe cá nhân và người thân (MIC); Quà tặng và ngày nghỉ sinh nhật hưởng nguyên lương Cơ hội nghề nghiệp và phát triển bản thân: Được thử sức với các nền tảng công nghệ mới, tham gia vào những dự án chuyển đổi lớn của ngân hàng Có cơ hội học hỏi từ các Chuyên gia, lãnh đạo nội bộ hàng đầu tại MB trong lĩnh vực IT, Tài chính ngân hàng Được trải nghiệm các phương pháp học tập mới và phát triển năng lực theo lộ trình công danh. Hưởng các chính sách hỗ trợ, khuyến khích học tập, nâng cao trình độ và phát triển bản thân (chứng chỉ nghề quốc tế...) Môi trường làm việc lý tưởng với: Những phương pháp làm việc mới đầy sự linh hoạt, sáng tạo và hiệu quả Những người cộng sự thân thiện và tài năng Cơ sở vật chất, không gian làm việc xanh và hiện đại.","Ngân Hàng, Tài Chính, Core Banking, Financial, Business Development","https://topdev.vn/detail-jobs/chuyen-vien-khach-hang-ca-nhan-1-3-nam-kinh-nghiem-thanh-tich-tot-va-rat-tot-cn-soc-son-xa-soc-son-ha-noi-2026td451610-mbbank-2111127?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:06.041870"
"Personal Assistant","ADTECHNOLOGY & SNST VIỆT NAM","Negotiable","Thành phố Hồ Chí Minh, Hồ Chí Minh","ADTechnology- A global fabless company and one of the major ASIC/SoC solution providers worldwide. - Official Design Solution Partner (DSP) of SAMSUNG FOUNDRY - Official Arm Approved Design Partner (ARM) Find more about us here: ADTchenology and LinkedIn By choosing ADTechnology & SNST Vietnam, you will be part of a fast-growing semiconductor company where your ideas are valued. Your role & responsibilities Your skills & qualifications Benefits for you Competitive salary (monthly income - allowances - bonus…) 13th month salary, Tet bonus, Profit share Social insurance, PTI insurance (employee & family) , annual health check, annual lave 15 days/ year Team building, company trip, workshop and other good benefits Birthday party, holiday party Working time: Monday - Friday ( 8:00 AM - 5: 00 PM)","Assistant, Korean","https://topdev.vn/detail-jobs/personal-assistant-adtechnology-snst-viet-nam-2108962?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:07.041881"
"FULL – STACK DEVELOPER STAFF (Ưu tiên Saas)","CÔNG TY TNHH DREAM TALENT","Negotiable","Thành phố Thủ Đức, Hồ Chí Minh","Location: Hồ Chí Minh, Việt Nam Division: Project Development Department Your role & responsibilities Your skills & qualifications Benefits for you 13th month salary 14 days annual leave Personal health insurance, social insurance Domestic & international travel Training, personal development","Oracle, Full-Stack, Restful Api","https://topdev.vn/detail-jobs/full-stack-developer-staff-uu-tien-saas-cong-ty-tnhh-dream-talent-2108898?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:11.106203"
"DOCUMENT VERIFICATION (Rotating shifts: 6:00 AM–3:00 PM & 1:00 PM–10:00 PM)","CÔNG TY TNHH CÔNG NGHỆ ANK VIỆT NAM","Up to 15.000.000 VND","Thành phố Hồ Chí Minh, Hồ Chí Minh","Your role & responsibilities Your skills & qualifications Benefits for you Friendly and dynamic working environment. Received additional training to improve professional skills; Increase salary according to work performance; 13th month salary bonus according to work performance; Full benefits in accordance with current laws (health insurance, social insurance, unemployment insurance...); Health care insurance when signing official labor contracts; Annual physical examination; Annual tourism ... Working time: 48 hours/week; From Monday to Friday: 9:00AM to 5:30PM Workplace: Lu Gia Plaza, 70 Lu Gia, Ward Phu Tho, (Old District 11), HCMC.","English, Document Analyst","https://topdev.vn/detail-jobs/document-verification-rotating-shifts-6-00-am-3-00-pm-1-00-pm-10-00-pm-cong-ty-tnhh-cong-nghe-ank-viet-nam-2109148?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:11.276669"
"Senior Tester","Endava Vietnam","Negotiable","Quận Tân Bình, Hồ Chí Minh","Company Description Technology is our how. And people are our why. For over two decades, we have been harnessing technology to drive meaningful change. By combining world-class engineering, industry expertise and a people-centric mindset, we consult and partner with leading brands from various industries to create dynamic platforms and intelligent digital experiences that drive innovation and transform businesses. From prototype to real-world impact - be part of a global shift by doing work that matters. ------- Job Description Our Testers work with project teams to ensure software quality through systematic test planning, execution, and defect tracking, ensuring functionality, performance, and reliability of applications before deployment. With deep knowledge of various types of applications, databases, and operating systems, they maintain high standards of product excellence and user satisfaction. As a Senior Tester at Endava, you will be accountable for the overall quality of our software applications by defining and executing both manual and automation testing strategies. You will take part in specific projects and work directly with our global stakeholders Your role & responsibilities Your skills & qualifications Benefits for you Why You'll Love Working Here What We Offer: 13th month pay Annual leave encashment Social, Health & Unemployment Insurance (SHUI) paid fully Referral bonuses Premium healthcare & yearly check-up Grow with Us: Clear and transparent career progression plans tailored to your goals Participation in global tech events (Engineering Day, Innovation Lab, Pass-It-On) Premium access to top learning platforms (Endava Universities, Udemy, Egghead.io, Pluralsight, O’Reilly) English courses to support communication and professional growth Life at Work, and Beyond: Enjoy hybrid work with flexible hours Modern, well-equipped workspace with a fully stocked pantry and top-tier amenities Annual company trip and team-building events Benefit from Trade Union perks and thoughtful gifts","Java, Python, Tester, Automation Tester, CI/CD","https://topdev.vn/detail-jobs/senior-tester-endava-vietnam-2108781?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:11.612145"
"Business Analyst (BA)","Headway","Negotiable","Thành phố Hồ Chí Minh, Hồ Chí Minh","Your role & responsibilities Your skills & qualifications Benefits for you Tham gia BHXH, BHYT, BHTN theo quy định. Chế độ phép năm, sinh nhật, du lịch, khám sức khỏe định kỳ hàng năm. Lương tháng 13, thưởng Lễ- Tết, thưởng theo kết quả hoạt động kinh doanh công ty cuối năm. Hỗ trợ chi phí cho CB-NV tham gia các khóa học đào tạo, nâng cao nghiệp vụ... Và các chính sách phúc lợi hấp dẫn khác…","Business Analyst","https://topdev.vn/detail-jobs/business-analyst-ba-headway-2108846?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:12.798073"
"Kế Toán Tổng Hợp","CÔNG TY TNHH KNP PRO FINANCE","Up to 20.000.000 VND","Thành phố Hà Nội, Hà Nội","Tuyển dụng Kế toán Tổng hợp Mức lương up to 20 triệu (thoả thuận riêng theo năng lực) Your role & responsibilities Your skills & qualifications Benefits for you","Kế toán","https://topdev.vn/detail-jobs/ke-toan-tong-hop-cong-ty-tnhh-knp-pro-finance-2108876?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:13.831877"
"Business Analyst (BA)","INFOPLUS","Negotiable","Quận Nam Từ Liêm, Hà Nội","Vị trí: BA Dự án: InfoCMS Your role & responsibilities Your skills & qualifications Benefits for you Được hưởng đầy đủ các chế độ bảo hiểm theo quy định Luật Lao động (BHXH, BHYT, BHTN) Thưởng lương tháng thứ 13, thưởng cá nhân xuất sắc của năm, ... theo quyết định của công ty Khám sức khỏe, teambuilding theo quy định công ty Qùa các ngày lễ/ dịp đặc biệt theo quy định công ty Chế độ hiếu/hỉ; ốm đau theo quy định công ty Cơ hội tham gia buổi/khóa đào tạo về kĩ thuật hoặc tiếng Hàn Cơ hội làm việc với các chuyên gia người Hàn Quốc","Fintech, CMS, Business Analyst","https://topdev.vn/detail-jobs/business-analyst-ba-infoplus-2108656?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:17.966873"
"Nhân Viên Vận Hành","CÔNG TY TNHH MỘT THÀNH VIÊN SEEN MIỀN NAM","Negotiable","Thành phố Hồ Chí Minh, Hồ Chí Minh","Công ty TNHH MTV Seen Miền Nam (SEEN) là một trong những công ty chuyên về lĩnh vực xử lý nước và nước thải tại Việt Nam. Hiện tại, SEEN đang thi công thiết kế nhiều công trình mới trên khu vực toàn quốc và có nhu cầu tuyển dụng tại một số vị trí như sau: Vị trí tuyển dụng: Nhân viên vận hành Số lượng tuyển: 03 người Your role & responsibilities Your skills & qualifications Benefits for you Ký hợp đồng lao động, bảo hiểm và các chế độ khác của công ty. Môi trường làm việc năng động giúp nhân viên hoàn thiện kỹ năng và kiến thức. Được tập huấn, đào tạo liên tục về chuyên môn và theo yêu cầu công việc cho những ứng viên chưa có kinh nghiệm. Tham gia các hoạt động ngoại khóa của công ty. Ngày nghỉ: phép năm, ngày nghỉ lễ, Tết theo luật hiện hành. Lương: Thỏa thuận","","https://topdev.vn/detail-jobs/nhan-vien-van-hanh-cong-ty-tnhh-mot-thanh-vien-seen-mien-nam-2109416?src=topdev_home&medium=superhotjobs","2026-06-09 22:25:18.002840"
